id,player_id,gameweek,season,feature_version,now_cost,element_type,team,total_points_rolling_1,total_points_rolling_3,total_points_rolling_6,minutes_rolling_1,minutes_rolling_3,minutes_rolling_6,goals_scored_rolling_1,goals_scored_rolling_3,assists_rolling_1,assists_rolling_3,clean_sheets_rolling_1,clean_sheets_rolling_3,avg_fdr_next_3,avg_fdr_next_6,dgw_next_3,dgw_next_6,bgw_next_3,team_points_rolling_3,team_goals_rolling_3,team_conceded_rolling_3,is_injured,is_suspended,injury_risk_score,form_trend,points_per_minute,value_ratio,ownership_factor,home_advantage,opp_strength,actual_points,created_at,updated_at,goals_scored_rolling_6,assists_rolling_6,clean_sheets_rolling_6
885,820,1,2024-25,1,45,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,3.62,0,0,0,7,1,8,False,False,0.0,0.87,0.0,0.0,0.0,True,3.0,1.4342513995013286,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
888,847,1,2024-25,1,40,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,4.84,0,0,0,2,5,1,False,False,0.0,-1.71,0.0,0.0,0.0,True,3.0,1.2304620501247308,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
889,851,1,2024-25,1,45,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21,3.69,0,0,0,8,2,2,False,False,0.0,1.57,0.0,0.0,0.0,True,3.0,0.6362375321394342,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
890,852,1,2024-25,1,45,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26,4.15,0,0,0,8,0,4,False,False,0.0,0.2,0.0,0.0,0.0,True,3.0,0.9723901318300716,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
891,858,1,2024-25,1,40,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,3.29,0,0,0,7,3,6,False,False,0.0,-0.07,0.0,0.0,0.0,True,3.0,1.1079679227715349,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
892,859,1,2024-25,1,40,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.68,4.93,0,0,0,0,5,6,False,False,0.0,-1.1,0.0,0.0,0.0,True,3.0,0.6449435425783403,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
894,821,1,2024-25,1,45,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,3.41,0,0,0,1,3,2,False,False,0.0,0.5,0.0,0.0,0.0,True,3.0,1.2629753071760739,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
895,825,1,2024-25,1,45,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,4.26,0,0,0,8,6,3,False,False,0.0,-1.24,0.0,0.0,0.0,True,3.0,0.9053103905851894,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
896,842,1,2024-25,1,44,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,4.78,0,0,0,6,8,4,False,False,0.0,1.02,0.0,0.0,0.0,True,3.0,0.781554019854563,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
898,863,1,2024-25,1,40,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,3.06,0,0,0,6,3,7,False,False,0.0,0.03,0.0,0.0,0.0,True,3.0,0.9499945116524497,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
899,810,1,2024-25,1,45,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,4.65,0,0,0,8,5,7,False,False,0.0,-1.29,0.0,0.0,0.0,True,3.0,0.8035411392835285,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
900,812,1,2024-25,1,45,4,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69,3.58,0,0,0,6,8,6,False,False,0.0,0.0,0.0,0.0,0.0,True,3.0,1.2062538184958187,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
901,813,1,2024-25,1,40,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99,3.79,0,0,0,1,4,3,False,False,0.0,-0.22,0.0,0.0,0.0,True,3.0,1.0982667551028424,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
903,837,1,2024-25,1,40,2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,3.25,0,0,0,4,7,6,False,False,0.0,0.58,0.0,0.0,0.0,True,3.0,0.9106706791594295,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
904,831,1,2024-25,1,45,3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.68,3.09,0,0,0,3,5,7,False,False,0.0,0.33,0.0,0.0,0.0,True,3.0,0.8387279836187729,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
905,839,1,2024-25,1,45,3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,4.65,0,0,0,7,1,9,False,False,0.0,-0.99,0.0,0.0,0.0,True,3.0,1.0262535516686913,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
906,844,1,2024-25,1,40,2,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.98,3.83,0,0,0,4,8,1,False,False,0.0,-0.73,0.0,0.0,0.0,True,3.0,0.7574879523232589,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
907,848,1,2024-25,1,45,4,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,4.46,0,0,0,3,6,1,False,False,0.0,0.68,0.0,0.0,0.0,True,3.0,1.031998170698222,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
908,814,1,2024-25,1,45,3,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58,4.32,0,0,0,2,4,7,False,False,0.0,2.43,0.0,0.0,0.0,True,3.0,0.8489553928730006,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
909,826,1,2024-25,1,45,3,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,3.81,0,0,0,2,6,7,False,False,0.0,-0.3,0.0,0.0,0.0,True,3.0,1.0699791984844107,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
910,833,1,2024-25,1,40,2,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.51,4.89,0,0,0,6,8,0,False,False,0.0,1.87,0.0,0.0,0.0,True,3.0,1.1955083528644095,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
911,835,1,2024-25,1,40,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.54,3.01,0,0,0,8,8,3,False,False,0.0,0.1,0.0,0.0,0.0,True,3.0,0.9722829500328071,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
912,846,1,2024-25,1,40,2,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,4.04,0,0,0,4,2,7,False,False,0.0,-1.01,0.0,0.0,0.0,True,3.0,1.0207712610283002,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
914,856,1,2024-25,1,40,2,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,3.62,0,0,0,7,5,7,False,False,0.0,0.27,0.0,0.0,0.0,True,3.0,1.0601182072125455,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
917,822,1,2024-25,1,45,4,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.97,4.4,0,0,0,7,4,0,False,False,0.0,1.61,0.0,0.0,0.0,True,3.0,1.1936410591213973,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
919,827,1,2024-25,1,40,2,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81,3.69,0,0,0,7,0,0,False,False,0.0,-0.92,0.0,0.0,0.0,True,3.0,1.1739247684100238,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
921,857,1,2024-25,1,45,3,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.76,0,0,0,5,0,4,False,False,0.0,-0.01,0.0,0.0,0.0,True,3.0,1.1135566177485001,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
923,862,1,2024-25,1,45,3,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.14,3.67,0,0,0,4,5,2,False,False,0.0,-1.52,0.0,0.0,0.0,True,3.0,1.0930564687012103,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
925,832,1,2024-25,1,40,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,3.65,0,0,0,7,1,7,False,False,0.0,1.22,0.0,0.0,0.0,True,3.0,0.7669253833643002,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
927,840,1,2024-25,1,45,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.84,4.85,0,0,0,5,2,3,False,False,0.0,1.65,0.0,0.0,0.0,True,3.0,0.592801041785586,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
928,853,1,2024-25,1,45,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,3.18,0,0,0,5,0,4,False,False,0.0,0.23,0.0,0.0,0.0,True,3.0,0.7689173410350636,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
929,1,1,2024-25,1,44,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,4.91,0,0,0,7,0,5,True,False,0.0,-0.65,0.0,0.0,0.2,True,3.0,1.6690314789805885,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
935,7,1,2024-25,1,43,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.95,4.27,0,0,0,6,2,3,False,False,0.0,-0.02,0.0,0.0,0.1,True,3.0,1.02534544224911,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
941,16,1,2024-25,1,49,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.85,3.16,0,0,0,3,1,9,True,False,0.0,0.81,0.0,0.0,0.0,True,3.0,0.8611642207117552,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
943,18,1,2024-25,1,40,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,4.63,0,0,0,7,1,8,True,False,0.0,1.44,0.0,0.0,0.1,True,3.0,1.1115348861793182,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
948,24,1,2024-25,1,44,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96,3.02,0,0,0,5,3,7,True,False,0.0,-1.47,0.0,0.0,0.1,True,3.0,1.019829319995504,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
950,73,1,2024-25,1,49,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91,3.2,0,0,0,3,8,7,True,False,0.0,0.94,0.0,0.0,0.0,True,3.0,1.1275852348477515,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
958,659,1,2024-25,1,39,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97,3.62,0,0,0,1,9,4,True,False,0.0,-0.9,0.0,0.0,0.0,True,3.0,1.1406221362056368,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
960,665,1,2024-25,1,44,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,3.24,0,0,0,2,9,4,False,False,0.0,1.55,0.0,0.0,0.1,True,3.0,0.8167813692434409,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
961,735,1,2024-25,1,45,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,4.05,0,0,0,3,6,0,True,False,0.0,-0.71,0.0,0.0,0.0,True,3.0,0.8427971543913534,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
962,756,1,2024-25,1,40,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92,4.47,0,0,0,1,2,2,True,False,0.0,-0.71,0.0,0.0,0.0,True,3.0,1.2238363592875823,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
973,35,1,2024-25,1,57,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.56,4.91,0,0,0,0,4,9,True,False,0.0,-0.44,0.0,0.0,0.0,True,3.0,0.8033207781760859,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
977,39,1,2024-25,1,49,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01,4.45,0,0,0,1,3,5,True,False,0.0,-1.1,0.0,0.0,0.1,True,3.0,1.0489040041991344,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
983,45,1,2024-25,1,39,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,4.41,0,0,0,9,6,6,False,False,0.0,-0.41,0.0,0.0,0.2,True,3.0,0.8837180523102484,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
994,56,1,2024-25,1,45,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,4.28,0,0,0,0,7,8,True,False,0.0,-0.09,0.0,0.0,0.0,True,3.0,1.0859127804552324,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
995,57,1,2024-25,1,40,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.56,3.8,0,0,0,4,6,2,True,False,0.0,0.11,0.0,0.0,0.0,True,3.0,1.1596803976701675,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
1006,725,1,2024-25,1,40,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88,4.83,0,0,0,2,8,4,False,False,0.0,1.68,0.0,0.0,0.0,True,3.0,0.8779859902664463,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
1007,731,1,2024-25,1,40,2,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,3.72,0,0,0,6,6,4,True,False,0.0,-0.04,0.0,0.0,0.0,True,3.0,1.2370808414255525,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
1008,737,1,2024-25,1,45,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88,3.52,0,0,0,2,3,2,True,False,0.0,-0.11,0.0,0.0,0.0,True,3.0,0.8578331989076422,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
1009,762,1,2024-25,1,45,3,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,3.22,0,0,0,0,4,9,False,False,0.0,-1.49,0.0,0.0,0.0,True,3.0,0.8437742138955475,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
1012,61,1,2024-25,1,50,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.81,3.74,0,0,0,0,2,3,True,False,0.0,0.28,0.0,0.0,0.0,True,3.0,0.9539254043962877,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
1018,67,1,2024-25,1,45,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88,3.6,0,0,0,9,8,9,True,False,0.0,1.48,0.0,0.0,0.0,True,3.0,1.0240390165716038,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
1019,68,1,2024-25,1,43,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,4.4,0,0,0,5,9,5,True,False,0.0,-0.74,0.0,0.0,0.0,True,3.0,0.8423060329187639,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
1022,71,1,2024-25,1,43,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,3.99,0,0,0,0,1,1,True,False,0.0,1.08,0.0,0.0,0.1,True,3.0,0.40797547617945995,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
1024,74,1,2024-25,1,43,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.06,4.81,0,0,0,1,3,9,True,False,0.0,2.16,0.0,0.0,0.0,True,3.0,0.8408837767957081,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
1029,79,1,2024-25,1,45,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,3.94,0,0,0,7,5,2,True,False,0.0,0.0,0.0,0.0,0.0,True,3.0,1.056916449956459,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
1040,680,1,2024-25,1,40,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35,4.52,0,0,0,8,4,6,True,False,0.0,-1.27,0.0,0.0,0.0,True,3.0,1.1045074563935213,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
1049,728,1,2024-25,1,39,2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,3.5,0,0,0,5,1,5,False,False,0.0,-0.49,0.0,0.0,0.0,True,3.0,1.0167108887812928,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
1056,91,1,2024-25,1,39,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,4.22,0,0,0,1,2,8,False,False,0.0,-0.12,0.0,0.0,0.2,True,3.0,1.5441591179114682,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
1058,93,1,2024-25,1,40,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03,3.83,0,0,0,5,8,6,True,False,0.0,-0.88,0.0,0.0,0.1,True,3.0,1.1222015765157283,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
1059,94,1,2024-25,1,45,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.18,3.33,0,0,0,6,3,4,True,False,0.0,-2.0,0.0,0.0,0.0,True,3.0,0.8328112009188675,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
1060,95,1,2024-25,1,50,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72,4.89,0,0,0,5,7,4,True,False,0.0,1.25,0.0,0.0,0.0,True,3.0,0.9992607918334984,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
1062,97,1,2024-25,1,40,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,4.31,0,0,0,5,6,5,True,False,0.0,0.76,0.0,0.0,0.0,True,3.0,1.0786189360319536,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
1065,100,1,2024-25,1,45,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,4.68,0,0,0,2,0,6,True,False,0.0,1.26,0.0,0.0,0.0,True,3.0,1.1368990168348254,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
1067,102,1,2024-25,1,39,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71,4.32,0,0,0,1,4,0,True,False,0.0,0.79,0.0,0.0,0.1,True,3.0,1.1550403365944788,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
1079,338,1,2024-25,1,40,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,3.75,0,0,0,8,4,2,True,False,0.0,-0.59,0.0,0.0,0.0,True,3.0,1.111200577222124,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
1086,752,1,2024-25,1,40,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.86,3.54,0,0,0,5,6,9,False,False,0.0,0.36,0.0,0.0,0.0,True,3.0,0.8918040199968754,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
1089,780,1,2024-25,1,45,4,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,4.47,0,0,0,8,3,4,False,False,0.0,1.69,0.0,0.0,0.0,True,3.0,1.3048834495160522,2026-03-05 18:58:56.437777,2026-03-05 19:01:40.494792,0.0,0.0,0.0
